생년월일,연령,성별,휴대폰번호,이메일,주소,아이디,가입일,차량구분,구매한제품,친환경차,제품구매날짜,거래금액,거래방식,제품구매빈도,제품구매경로,제품출시년월,지역,고객세그먼트,Cluster
1987-05-08,38,여,04 96 81 03 20,raymondbernard@coulon.com,경상남도 진주시 진주대로 500,user969265,2023-11-07,소형 해치백,Optima / K5,False,2023-11-19,21701033,현금,2,오프라인,2020-05,서유럽,2,2
1969-01-05,56,남,+33 (0)8 09 58 73 60,remyfournier@live.com,강원도 춘천시 중앙로 123,user458014,2025-01-04,준대형 SUV,KX1,False,2025-01-06,27482411,신용카드,4,온라인,2020-06,서유럽,0,3
1972-04-28,53,남,02 29 96 81 75,hervetheodore@laposte.net,세종특별자치시 나성북로 21,user567212,2024-06-10,중형 세단,Syros,False,2024-06-26,56045706,계좌이체,3,온라인,2023-09,서유럽,1,5
1969-02-05,56,여,+33 6 70 35 97 97,oguillou@roussel.fr,강원도 춘천시 중앙로 123,user878070,2022-12-15,대형 세단,EV9,True,2023-01-09,54913512,신용카드,1,오프라인,2019-05,서유럽,1,4
1984-10-26,41,남,+33 (0)6 14 68 13 89,davidlecomte@philippe.org,경상북도 포항시 남구 중앙로 210,user156236,2024-08-25,준중형 세단,K2,False,2024-09-08,38478325,계좌이체,2,오프라인,2023-12,서유럽,3,1
1964-09-15,61,남,+33 (0)4 64 04 03 97,gabrielmasson@wanadoo.fr,제주특별자치도 제주시 중앙로 230,user912510,2023-11-18,픽업트럭,K3,False,2023-12-08,19481828,신용카드,3,온라인,2022-04,서유럽,2,0
1968-07-31,57,여,0401664150,vtraore@ifrance.com,대전광역시 서구 둔산대로 117,user309098,2024-12-21,준중형 해치백,KX7,False,2025-01-05,20324354,계좌이체,2,온라인,2018-12,서유럽,3,1
1974-10-10,51,여,+33 2 35 96 34 72,nathaliedupuy@tele2.fr,대전광역시 서구 둔산대로 117,user421985,2024-06-11,준중형 세단,K4,False,2024-07-08,57736180,계좌이체,1,오프라인,2022-01,서유럽,1,4
1965-02-02,60,남,+33 2 54 06 46 76,marinwilliam@tiscali.fr,울산광역시 남구 삼산로 198,user771928,2022-08-11,중형 SUV,Forte,False,2022-09-07,62155817,신용카드,1,온라인,2020-10,서유럽,1,5
1989-04-18,36,남,+33 (0)1 38 24 03 09,margotguillou@ruiz.org,충청남도 천안시 서북구 불당로 48,user918320,2024-02-28,소형 해치백,K4,False,2024-03-09,60014727,현금,1,오프라인,2022-04,서유럽,1,5
1992-01-05,33,여,0801571792,richardguillaume@lopes.com,전라북도 군산시 백릉로 300,user942155,2023-12-08,대형 SUV,EV9,True,2023-12-24,65007493,계좌이체,2,온라인,2018-01,서유럽,1,4
1966-04-18,59,남,+33 (0)3 01 05 68 97,hubertmonique@noos.fr,세종특별자치시 나성북로 21,user321371,2024-07-05,소형 해치백,Telluride,False,2024-07-21,63356350,신용카드,1,오프라인,2018-08,서유럽,1,5
1986-01-02,39,남,03 35 72 23 15,xfontaine@allain.org,경상남도 진주시 진주대로 500,user369676,2025-02-26,준중형 SUV,Optima / K5,False,2025-03-16,23848181,현금,1,온라인,2019-02,서유럽,2,0
1982-07-01,43,남,+33 (0)2 02 03 28 70,edelannoy@tiscali.fr,경상북도 포항시 남구 중앙로 210,user347948,2024-06-21,준대형 SUV,Syros,False,2024-07-21,52885799,현금,3,온라인,2021-08,서유럽,0,3
1988-09-01,37,여,0226988320,richardgerard@langlois.com,경상북도 포항시 남구 중앙로 210,user470845,2024-06-27,픽업트럭,Cerato,False,2024-07-17,25304540,현금,1,온라인,2021-12,서유럽,2,2
1984-01-17,41,여,0277146733,gerardberger@fournier.com,경기도 고양시 일산동구 중앙로 1036,user612462,2025-03-07,대형 SUV,EV9,True,2025-03-21,19107431,현금,2,오프라인,2022-01,서유럽,2,2
1989-07-03,36,여,+33 (0)5 50 21 86 45,bruneauthibaut@marchal.fr,전라북도 군산시 백릉로 300,user338495,2024-11-06,소형 해치백,K4,False,2024-11-25,20906051,현금,1,오프라인,2022-08,서유럽,2,2
1988-10-14,37,남,+33 4 97 20 56 00,claude20@free.fr,인천광역시 부평구 부평대로 88,user222110,2023-11-30,준중형 SUV,Syros,False,2023-12-25,37298616,계좌이체,2,온라인,2018-07,서유럽,3,1
1988-05-22,37,여,0333745365,dos-santosamelie@tiscali.fr,전라북도 군산시 백릉로 300,user942374,2024-06-11,대형 SUV,Sonet,False,2024-06-20,41688823,계좌이체,4,온라인,2023-09,서유럽,0,3
1983-03-10,42,남,0139609960,ineschevalier@voila.fr,강원도 춘천시 중앙로 123,user598226,2025-01-08,대형 세단,Carnival,False,2025-01-26,29445078,현금,1,오프라인,2019-10,서유럽,2,0
1989-02-05,36,남,+33 4 20 92 83 53,manonparis@dbmail.com,대구광역시 달서구 월배로 200,user623841,2024-12-30,준중형 세단,K2,False,2025-01-25,54599068,신용카드,4,오프라인,2021-06,서유럽,0,3
1976-10-31,49,여,0169649289,paulineevrard@noos.fr,경상북도 포항시 남구 중앙로 210,user559308,2025-03-23,준중형 해치백,C'eed CUV,False,2025-03-28,68733467,신용카드,1,온라인,2021-12,서유럽,1,4
1976-05-19,49,남,+33 (0)5 83 25 51 26,guilletmadeleine@free.fr,경상남도 진주시 진주대로 500,user241472,2024-09-12,준대형 세단,Optima / K5,False,2024-09-29,51054400,계좌이체,1,온라인,2023-01,서유럽,1,5
1967-07-06,58,여,+33 (0)8 02 40 40 34,adelattre@noel.net,전라북도 군산시 백릉로 300,user886603,2025-02-07,중형 SUV,Forte,False,2025-02-17,58316009,현금,2,온라인,2021-01,서유럽,1,4
1992-09-23,33,여,+33 4 59 43 01 22,georges53@dbmail.com,강원도 춘천시 중앙로 123,user563294,2023-05-21,픽업트럭,KX1,False,2023-06-06,19022820,신용카드,5,온라인,2021-01,서유럽,0,3
1999-09-02,26,남,0207493834,pjoly@lebrun.fr,제주특별자치도 제주시 중앙로 230,user794712,2024-09-22,대형 세단,K3,False,2024-09-30,35893563,현금,5,오프라인,2022-11,서유럽,0,3
1992-03-13,33,남,0480643855,laetitiablin@antoine.net,경상남도 진주시 진주대로 500,user348653,2024-10-04,준대형 세단,Sportage,False,2024-10-29,27324333,현금,1,오프라인,2020-10,서유럽,2,0
1971-09-07,54,여,0593775335,colassusan@dbmail.com,경상북도 포항시 남구 중앙로 210,user778668,2024-06-01,픽업트럭,KX7,False,2024-06-07,65950354,계좌이체,1,오프라인,2023-12,서유럽,1,4
1970-05-01,55,남,+33 3 78 06 64 48,yguillet@ifrance.com,제주특별자치도 제주시 중앙로 230,user928908,2025-03-18,중형 세단,Zhipao,False,2025-03-27,52606789,신용카드,1,온라인,2018-03,서유럽,1,5
1986-01-20,39,남,0545651541,matthieurocher@noos.fr,전라남도 목포시 하당로 110,user231062,2025-02-28,준중형 세단,KX3,False,2025-03-19,44846175,현금,3,오프라인,2018-09,서유럽,0,3
1965-12-08,60,남,0604428164,delahayeoceane@wanadoo.fr,경기도 고양시 일산동구 중앙로 1036,user355197,2024-02-23,중형 SUV,K2,False,2024-02-29,27164780,계좌이체,1,온라인,2020-11,서유럽,3,1
1985-11-30,40,여,02 58 24 76 82,agathe97@laposte.net,경상남도 진주시 진주대로 500,user131951,2024-04-18,준대형 세단,Seltos,False,2024-05-05,22119136,계좌이체,2,온라인,2018-02,서유럽,3,1
1976-04-10,49,여,+33 (0)3 29 76 37 75,margaud79@club-internet.fr,울산광역시 남구 삼산로 198,user442118,2023-09-16,준중형 해치백,Zhipao,False,2023-10-14,36539547,계좌이체,2,오프라인,2018-05,서유럽,3,1
1991-04-26,34,여,+33 2 91 87 93 75,icouturier@monnier.com,대구광역시 달서구 월배로 200,user625309,2024-04-08,중형 세단,K2,False,2024-04-23,56971368,현금,1,온라인,2023-03,서유럽,1,4
1967-10-09,58,남,04 94 53 93 41,martincordier@cordier.com,전라남도 목포시 하당로 110,user665653,2023-07-18,준대형 SUV,Rio(pride),False,2023-08-12,44020463,현금,4,온라인,2019-01,서유럽,0,3
1972-09-08,53,남,02 05 57 04 78,payetnicolas@tiscali.fr,대전광역시 서구 둔산대로 117,user326672,2024-05-25,준대형 SUV,KX3,False,2024-06-15,51817046,신용카드,3,오프라인,2018-06,서유럽,0,3
1969-10-19,56,남,+44161 4960741,sjones@hotmail.com,서울특별시 종로구 종로1길 36,user593010,2024-03-31,준중형 해치백,Pegas,False,2024-04-13,42836751,신용카드,1,오프라인,2021-11,아시아,2,0
1993-08-14,32,남,+44113 496 0345,higginsamelia@woods-white.com,경상남도 진주시 진주대로 500,user253457,2023-06-08,대형 세단,Cerato,False,2023-06-09,65922302,계좌이체,1,오프라인,2018-03,아시아,1,5
1992-09-03,33,남,(0113) 4960026,glenn86@gmail.com,대구광역시 달서구 월배로 200,user558669,2024-10-31,준대형 SUV,K3,False,2024-11-02,56611718,계좌이체,2,오프라인,2020-10,아시아,1,5
1999-11-22,26,여,(0114) 496 0302,wardconnor@yahoo.co.uk,대구광역시 달서구 월배로 200,user935115,2025-02-25,중형 세단,Telluride,False,2025-03-15,31264403,현금,3,오프라인,2020-04,아시아,2,2
1987-09-17,38,남,(0114)4960463,bethany65@hotmail.co.uk,전라북도 군산시 백릉로 300,user850799,2025-03-17,준대형 SUV,Optima / K5,False,2025-03-30,51543253,계좌이체,4,온라인,2018-05,아시아,0,3
1996-09-25,29,남,(0141) 4960174,emilystokes@jones.com,광주광역시 서구 상무중앙로 75,user602011,2025-02-10,중형 세단,Cerato,False,2025-02-19,46749612,신용카드,2,온라인,2023-08,아시아,1,5
1966-12-07,59,여,(0113) 496 0199,kedwards@moore-randall.com,경상남도 진주시 진주대로 500,user103733,2023-10-24,중형 SUV,Optima / K5,False,2023-11-04,24277979,현금,1,오프라인,2020-09,아시아,2,2
1991-06-14,34,남,(029) 2018 0943,jeremy25@yahoo.co.uk,부산광역시 동래구 충렬대로 237,user602126,2025-03-14,중형 세단,Rio(pride),False,2025-03-22,21789427,현금,2,오프라인,2023-08,아시아,2,0
1975-04-23,50,남,+44(0)115 4960672,emily11@wong.info,제주특별자치도 제주시 중앙로 230,user221786,2024-06-24,대형 세단,Pegas,False,2024-07-03,57337441,현금,1,오프라인,2019-08,아시아,1,5
1977-10-22,48,여,0121 496 0716,taylormegan@hopkins-hunt.biz,경상북도 포항시 남구 중앙로 210,user792368,2024-03-16,픽업트럭,EV5,True,2024-03-31,26551445,신용카드,6,온라인,2023-04,아시아,0,3
1980-12-01,45,남,0131 496 0137,carolynsmith@johnson.com,인천광역시 부평구 부평대로 88,user907751,2024-09-24,준중형 SUV,Telluride,False,2024-10-02,40055469,현금,4,온라인,2023-07,아시아,0,3
1982-01-19,43,남,(0161)4960862,mary16@gmail.com,제주특별자치도 제주시 중앙로 230,user731723,2024-04-17,준중형 해치백,Optima / K5,False,2024-04-22,60048486,현금,5,온라인,2020-12,아시아,0,3
1993-07-25,32,여,+44151 4960034,hancockwayne@yahoo.co.uk,강원도 춘천시 중앙로 123,user704720,2025-03-15,픽업트럭,KX1,False,2025-03-17,28380815,현금,3,온라인,2023-05,아시아,2,2
1979-11-12,46,남,(0113) 496 0168,elong@hotmail.co.uk,서울특별시 종로구 종로1길 36,user415247,2022-10-27,준중형 세단,KX7,False,2022-11-24,28995431,현금,1,온라인,2021-11,아시아,2,0
1972-09-29,53,남,+44(0)1514960660,rblackburn@turner.com,대구광역시 달서구 월배로 200,user455935,2025-03-07,준중형 해치백,Forte,False,2025-03-13,20975460,계좌이체,1,온라인,2021-10,아시아,3,1
1985-05-03,40,남,(01632) 960221,carole81@gmail.com,광주광역시 서구 상무중앙로 75,user134426,2025-02-27,대형 SUV,Seltos,False,2025-03-14,24615357,현금,1,온라인,2020-10,아시아,2,0
1976-11-27,49,여,028 9018 0713,davieskatherine@mills.com,강원도 춘천시 중앙로 123,user422002,2024-03-08,준중형 SUV,KX1,False,2024-03-16,20461188,계좌이체,2,온라인,2021-05,아시아,3,1
1981-02-22,44,남,(0117)4960212,hilary43@yahoo.com,전라북도 군산시 백릉로 300,user300519,2023-12-05,픽업트럭,EV5,True,2023-12-19,44592002,계좌이체,1,오프라인,2021-04,아시아,3,1
1978-10-20,47,남,+44141 496 0935,hallsally@collins-barker.com,경상남도 진주시 진주대로 500,user104102,2024-12-07,중형 SUV,KX1,False,2024-12-20,43736495,계좌이체,2,오프라인,2022-04,아시아,3,1
1997-03-18,28,남,0115 496 0513,frostbryan@wright.com,세종특별자치시 나성북로 21,user466659,2025-01-21,준중형 해치백,KX7,False,2025-02-03,52201611,신용카드,3,오프라인,2022-01,아시아,0,3
1985-03-06,40,여,+44(0)151 496 0552,portergavin@booth.com,충청북도 청주시 상당구 상당로 82,user785533,2022-12-16,픽업트럭,KX3,False,2023-01-03,40502195,현금,5,오프라인,2018-11,아시아,0,3
1967-03-21,58,남,+44(0)191 496 0809,cooperchristine@hotmail.co.uk,광주광역시 서구 상무중앙로 75,user831428,2024-08-02,준중형 세단,Pegas,False,2024-08-03,47426909,현금,1,오프라인,2022-04,아시아,1,5
1986-11-05,39,남,+441164960249,omatthews@hotmail.co.uk,경상남도 진주시 진주대로 500,user210731,2024-04-13,중형 세단,KX5,False,2024-04-21,33724464,신용카드,2,온라인,2022-07,아시아,2,0
1971-09-29,54,여,+4428 9018 0678,richardwhite@hotmail.com,전라북도 군산시 백릉로 300,user113016,2024-06-19,준중형 세단,Carnival,False,2024-06-29,51029263,계좌이체,1,오프라인,2023-03,아시아,1,4
1999-02-07,26,여,+44(0)28 9018162,kyle05@yahoo.co.uk,세종특별자치시 나성북로 21,user131223,2024-12-15,픽업트럭,Pegas,False,2024-12-19,35880124,계좌이체,2,온라인,2023-11,아시아,3,1
1970-06-29,55,남,08081570976,kathleenmoore@brown.com,강원도 춘천시 중앙로 123,user900818,2023-08-15,준대형 세단,Pegas,False,2023-08-17,34557833,신용카드,2,오프라인,2023-03,아시아,2,0
1965-07-12,60,여,+44(0)1614960652,hmorley@parker-ingram.biz,전라북도 군산시 백릉로 300,user569200,2024-05-31,준중형 SUV,C'eed CUV,False,2024-06-20,23793483,계좌이체,3,오프라인,2018-12,아시아,3,1
1988-10-18,37,남,+44116 496 0286,jenniferkennedy@patel.biz,제주특별자치도 제주시 중앙로 230,user724299,2024-06-07,픽업트럭,Carnival,False,2024-06-10,51644379,신용카드,1,오프라인,2023-01,아시아,1,5
1984-06-03,41,여,+44115 4960954,elaine17@thompson-pearce.info,경상북도 포항시 남구 중앙로 210,user578747,2025-02-22,준중형 세단,C'eed,False,2025-02-27,28707861,계좌이체,1,온라인,2019-10,아시아,3,1
1980-05-17,45,남,(0115) 496 0530,xmiller@hotmail.com,대전광역시 서구 둔산대로 117,user635525,2024-08-03,픽업트럭,C'eed,False,2024-08-06,35429694,신용카드,3,온라인,2020-08,아시아,0,3
1989-01-17,36,여,(0909)8790240,georgia61@yahoo.com,경상남도 진주시 진주대로 500,user717976,2024-12-27,대형 세단,Rio(pride),False,2025-01-18,31642525,현금,1,오프라인,2023-11,아시아,2,2
1985-02-24,40,여,0118 4960634,stanleyanne@hotmail.com,전라남도 목포시 하당로 110,user412879,2023-03-16,준대형 세단,Rio(pride),False,2023-04-10,41035842,계좌이체,1,온라인,2019-11,아시아,3,1
1970-03-13,55,여,+44(0)1184960118,bmistry@thomas.com,충청남도 천안시 서북구 불당로 48,user657862,2024-08-17,픽업트럭,Carens MPV,False,2024-09-01,33935900,신용카드,3,온라인,2022-03,아시아,0,3
1964-07-07,61,여,+44292018620,richardsjohn@lee-bevan.com,경상북도 포항시 남구 중앙로 210,user981340,2024-05-01,준중형 SUV,Carens MPV,False,2024-05-12,63213557,신용카드,1,온라인,2018-09,아시아,1,4
1973-11-12,52,남,+441154960021,callum07@hutchinson-watson.com,경상남도 진주시 진주대로 500,user158232,2023-05-19,준중형 해치백,Carnival,False,2023-05-22,45203496,신용카드,1,오프라인,2020-04,아시아,1,5
1983-09-25,42,남,+44(0)292018598,catherine16@outlook.com,강원도 춘천시 중앙로 123,user478472,2023-06-18,중형 SUV,Carnival,False,2023-06-30,42506522,계좌이체,3,오프라인,2020-11,아시아,0,3
1965-05-11,60,여,(0909) 8790173,fshepherd@woods.co.uk,경상남도 진주시 진주대로 500,user835770,2025-02-14,중형 SUV,Sportage,False,2025-03-12,64956085,신용카드,1,온라인,2019-04,아시아,1,4
1981-03-26,44,여,+44(0)1214960253,osbornedean@gmail.com,전라북도 군산시 백릉로 300,user852856,2023-01-25,픽업트럭,Sportage,False,2023-02-04,54160238,신용카드,2,오프라인,2019-09,아시아,1,4
1998-08-03,27,남,0118 496 0977,geoffrey88@oconnor.org,충청남도 천안시 서북구 불당로 48,user255023,2024-02-20,준대형 세단,Seltos,False,2024-03-20,40777923,현금,2,오프라인,2020-09,아시아,2,0
1988-11-02,37,남,0117 496 0882,eileenwood@armstrong.com,강원도 춘천시 중앙로 123,user536026,2023-09-06,중형 SUV,Rio(pride),False,2023-09-29,35423691,현금,1,오프라인,2023-10,아시아,2,0
1971-08-30,54,남,+44121 496 0692,teresaknight@davies.com,강원도 춘천시 중앙로 123,user650967,2025-01-21,준중형 해치백,KX3,False,2025-02-20,41933299,계좌이체,2,오프라인,2018-08,아시아,3,1
2000-01-14,25,남,+44113 4960507,lewis15@yahoo.com,인천광역시 부평구 부평대로 88,user871916,2024-11-02,준중형 세단,C'eed CUV,False,2024-11-30,40776910,신용카드,1,오프라인,2018-05,아시아,2,0
1979-05-06,46,여,+441154960494,dianejohnston@gmail.com,경상남도 진주시 진주대로 500,user995621,2025-03-04,대형 SUV,Sonet,False,2025-03-06,58985850,계좌이체,3,온라인,2023-08,아시아,1,4
1972-10-05,53,여,(0115)4960728,mmetcalfe@oliver-powell.net,광주광역시 서구 상무중앙로 75,user579268,2024-09-05,준중형 SUV,Rio(pride),False,2024-10-03,26661531,계좌이체,2,온라인,2021-06,아시아,3,1
1988-12-21,37,남,01414960932,rita34@yahoo.com,대구광역시 달서구 월배로 200,user835506,2025-02-07,대형 SUV,Carnival,False,2025-02-13,33200998,현금,1,온라인,2022-11,아시아,2,0
1975-12-27,50,남,(0131) 496 0261,jake54@gmail.com,대전광역시 서구 둔산대로 117,user466849,2025-03-11,준중형 세단,Sorento,False,2025-03-18,28732912,계좌이체,1,오프라인,2018-09,아시아,3,1
1983-12-14,42,남,0131 496 0122,qhorton@gmail.com,경상북도 포항시 남구 중앙로 210,user956925,2023-11-07,준대형 세단,K4,False,2023-11-27,24445816,계좌이체,2,온라인,2023-03,아시아,3,1
1981-01-14,44,여,+44(0)114 4960289,nicholsonsharon@outlook.com,제주특별자치도 제주시 중앙로 230,user672917,2023-11-11,준대형 SUV,Rio(pride),False,2023-11-21,21746204,신용카드,2,온라인,2018-10,아시아,2,2
1994-12-18,31,여,+441214960194,scott54@dale.net,경상북도 포항시 남구 중앙로 210,user193476,2025-01-20,중형 세단,K4,False,2025-01-24,38670312,현금,3,온라인,2023-07,아시아,0,3
1974-07-02,51,여,03069990880,emilyharper@jones.com,세종특별자치시 나성북로 21,user162234,2022-10-18,준중형 SUV,Syros,False,2022-10-29,53978751,현금,5,오프라인,2021-04,아시아,0,3
1994-08-26,31,여,+44(0)808 1570630,udouglas@gardiner.co.uk,세종특별자치시 나성북로 21,user194842,2025-03-01,준중형 SUV,EV6,True,2025-03-19,26122300,현금,1,오프라인,2020-07,아시아,2,2
1980-12-03,45,남,(0118) 4960667,lowesheila@smith.com,부산광역시 동래구 충렬대로 237,user739015,2024-11-05,준중형 세단,Sonet,False,2024-12-05,37139300,신용카드,2,온라인,2020-10,아시아,2,0
1977-05-03,48,남,(0909) 8790938,tonybrown@hughes-cooper.biz,울산광역시 남구 삼산로 198,user655903,2025-02-24,중형 세단,Optima / K5,False,2025-03-13,56862534,현금,1,온라인,2019-05,아시아,1,5
1994-07-19,31,남,+449098790509,woodsvictoria@young.com,경상남도 진주시 진주대로 500,user175944,2025-02-16,준대형 세단,Seltos,False,2025-03-08,64229153,현금,3,온라인,2022-10,아시아,1,5
1973-09-20,52,남,(0191) 4960089,knash@robinson-mahmood.biz,울산광역시 남구 삼산로 198,user737510,2024-01-20,중형 세단,Cerato,False,2024-01-27,57587197,계좌이체,1,오프라인,2019-06,아시아,1,5
1998-03-06,27,남,+441164960375,victorrogers@yahoo.co.uk,강원도 춘천시 중앙로 123,user298483,2025-02-22,소형 해치백,Rio(pride),False,2025-03-16,57408140,신용카드,5,온라인,2018-12,아시아,0,3
1991-06-12,34,남,+44(0)121 4960914,jay03@yahoo.com,대전광역시 서구 둔산대로 117,user848560,2024-12-05,중형 세단,Carens MPV,False,2024-12-07,37259506,신용카드,3,온라인,2019-12,아시아,0,3
1979-01-05,46,여,+44(0)151 496 0204,lbuckley@john.com,충청남도 천안시 서북구 불당로 48,user582410,2022-07-23,대형 세단,Optima / K5,False,2022-08-07,21881690,계좌이체,1,오프라인,2020-09,아시아,3,1
1976-09-05,49,남,0161 496 0338,nicolelawrence@yahoo.com,충청남도 천안시 서북구 불당로 48,user216069,2024-05-18,중형 SUV,Rio(pride),False,2024-06-14,44741143,신용카드,3,오프라인,2019-05,아시아,0,3
1994-07-07,31,여,(0191)4960690,hclark@smith-wood.net,대구광역시 달서구 월배로 200,user310889,2024-10-08,대형 SUV,Optima / K5,False,2024-10-14,30324688,신용카드,2,온라인,2020-01,아시아,2,2
1991-10-03,34,여,+441914960974,pstephens@pratt.com,제주특별자치도 제주시 중앙로 230,user562506,2022-07-19,소형 해치백,K2,False,2022-08-01,63891547,현금,1,온라인,2018-06,아시아,1,4
1998-08-15,27,여,+44808 1570204,mgreen@mahmood.net,경상남도 진주시 진주대로 500,user232901,2025-03-06,대형 SUV,Optima / K5,False,2025-03-19,62596336,신용카드,1,오프라인,2023-01,아시아,1,4
1978-06-25,47,남,020 7946 0966,beverleybrown@gmail.com,강원도 춘천시 중앙로 123,user535505,2023-05-20,대형 세단,Carnival,False,2023-06-15,40590705,현금,1,온라인,2019-06,아시아,2,0
1997-11-08,28,여,029 2018 0301,beverley07@hunt-stewart.com,전라남도 목포시 하당로 110,user285167,2023-03-02,준대형 SUV,EV6,True,2023-03-11,43534166,계좌이체,6,오프라인,2023-11,아시아,0,3
1999-05-12,26,남,02074960580,evanskeith@gray-adams.org,울산광역시 남구 삼산로 198,user750526,2023-01-20,대형 SUV,Optima / K5,False,2023-01-29,51176643,현금,3,온라인,2020-07,아시아,0,3
1967-02-03,58,남,(0114)4960665,brian74@williams-chambers.com,대전광역시 서구 둔산대로 117,user311868,2025-03-11,중형 세단,C'eed CUV,False,2025-03-26,32685795,계좌이체,3,오프라인,2019-04,아시아,3,1
1986-01-27,39,여,+44(0)29 2018 0276,johnsonlisa@gmail.com,서울특별시 종로구 종로1길 36,user733929,2024-04-22,준중형 해치백,Cerato,False,2024-05-07,49784222,현금,3,온라인,2021-04,아시아,0,3
1981-08-10,44,남,+44117 4960399,colemanamy@yahoo.com,경상남도 진주시 진주대로 500,user138031,2024-10-08,준대형 세단,Rio(pride),False,2024-10-23,49968298,현금,6,오프라인,2020-12,아시아,0,3
1977-11-24,48,남,+441184960105,rjones@yahoo.com,경상북도 포항시 남구 중앙로 210,user191941,2024-08-27,중형 세단,KX3,False,2024-09-22,32647117,신용카드,4,온라인,2023-10,아시아,0,3
1992-09-23,33,남,+44808 1570714,iwhite@gregory.info,제주특별자치도 제주시 중앙로 230,user148659,2022-12-15,준중형 세단,Sonet,False,2022-12-23,57272272,현금,1,오프라인,2023-03,아시아,1,5
1976-02-16,49,여,+441134960139,alijulia@begum.org,충청북도 청주시 상당구 상당로 82,user934665,2023-06-01,준중형 해치백,Seltos,False,2023-06-13,35079954,계좌이체,1,온라인,2019-01,아시아,3,1
1973-11-14,52,남,+441184960006,mathewgreen@cox-gibbons.com,부산광역시 동래구 충렬대로 237,user623847,2023-08-09,준대형 세단,KX1,False,2023-09-07,42025698,현금,1,오프라인,2019-08,아시아,2,0
1976-12-07,49,여,(0113) 4960269,rwalton@hughes.com,울산광역시 남구 삼산로 198,user190823,2024-08-20,준대형 SUV,C'eed,False,2024-09-12,44526152,신용카드,2,온라인,2023-02,아시아,1,4
1979-08-31,46,남,+44115 496 0248,barbarajenkins@yates-saunders.com,대구광역시 달서구 월배로 200,user872108,2024-07-20,픽업트럭,Telluride,False,2024-08-16,24761631,계좌이체,1,온라인,2021-01,아시아,3,1
1977-05-03,48,남,01632 960 494,stephensmith@yahoo.com,전라북도 군산시 백릉로 300,user971888,2023-06-26,준중형 SUV,EV9,True,2023-07-22,45077758,현금,1,온라인,2023-06,아시아,2,0
1964-11-04,61,여,01632 960 267,timothy27@outlook.com,충청남도 천안시 서북구 불당로 48,user377829,2024-10-20,픽업트럭,Rio(pride),False,2024-11-17,51450920,현금,3,오프라인,2019-04,아시아,0,3
1967-07-31,58,남,0114 496 0928,griffinpaul@davis.net,서울특별시 종로구 종로1길 36,user759359,2024-03-17,준중형 해치백,K4,False,2024-04-09,41605550,신용카드,4,온라인,2018-12,아시아,0,3
1997-01-25,28,여,0114 496 0979,cheryl42@wall.com,인천광역시 부평구 부평대로 88,user856074,2024-10-06,준대형 세단,K4,False,2024-10-08,46531436,현금,2,오프라인,2019-10,아시아,1,4
1968-03-13,57,남,+44121 4960729,carl20@hotmail.co.uk,충청북도 청주시 상당구 상당로 82,user388047,2023-08-05,준중형 SUV,C'eed CUV,False,2023-08-16,51154647,현금,1,온라인,2018-12,아시아,1,5
1987-12-14,38,남,+441134960805,dennisquinn@hotmail.com,서울특별시 종로구 종로1길 36,user418054,2024-10-13,준중형 해치백,K4,False,2024-10-28,32497292,계좌이체,1,온라인,2020-05,아시아,3,1
1987-10-09,38,남,029 2018 0572,pwalton@gmail.com,울산광역시 남구 삼산로 198,user665877,2024-10-11,준중형 해치백,Forte,False,2024-10-20,28530704,계좌이체,1,오프라인,2021-12,아시아,3,1
1979-10-31,46,여,01164960954,goodwinstanley@hotmail.com,울산광역시 남구 삼산로 198,user118546,2025-03-02,픽업트럭,Carens MPV,False,2025-03-22,21308885,현금,1,온라인,2020-09,아시아,2,2
1997-10-14,28,남,+44(0)20 7496 0898,mariaali@hotmail.com,경기도 고양시 일산동구 중앙로 1036,user367818,2024-10-14,픽업트럭,C'eed,False,2024-10-16,66359291,계좌이체,1,오프라인,2021-06,아시아,1,5
1971-12-09,54,남,+443069990539,garyrobinson@yahoo.com,인천광역시 부평구 부평대로 88,user788872,2023-12-02,대형 SUV,K4,False,2023-12-16,48949420,계좌이체,4,온라인,2022-03,아시아,0,3
1988-12-21,37,여,+44151 4960265,brandonwall@outlook.com,대구광역시 달서구 월배로 200,user362440,2024-02-09,준중형 SUV,Cerato,False,2024-02-23,61451282,신용카드,4,오프라인,2018-03,아시아,0,3
1967-01-27,58,여,(0191) 496 0551,taylorshannon@taylor.com,서울특별시 종로구 종로1길 36,user866285,2022-08-22,준중형 해치백,K3,False,2022-09-10,68781348,신용카드,1,오프라인,2022-02,아시아,1,4
1977-09-15,48,여,+44(0)1414960660,derekhumphreys@outlook.com,전라남도 목포시 하당로 110,user991056,2025-01-15,중형 SUV,Rio(pride),False,2025-02-02,50755411,현금,5,온라인,2021-07,아시아,0,3
1966-05-01,59,여,01154960615,xsmith@miller.com,세종특별자치시 나성북로 21,user314423,2024-12-20,픽업트럭,Rio(pride),False,2024-12-23,60844826,계좌이체,2,오프라인,2020-08,아시아,1,4
1977-09-21,48,남,+44292018867,arthur41@outlook.com,대구광역시 달서구 월배로 200,user813887,2025-02-25,픽업트럭,Forte,False,2025-03-19,68764182,계좌이체,1,온라인,2020-03,아시아,1,5
